Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Rice Cluster I	0	0	0	0	0	0	0	0	0	0	0	6.97E-05	0	0	0	9.84E-05	0	0	0	0	0	0	0	0	0	0	0	0.00014959	0.000280738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194672	0.00017418	0	0	0	0	0	0	0	0	0	8.40E-05	0	0	0	0	0.000161885	0	0	0	0	0	0	0	0	0.000147541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245902	0	0	0.000385246	0	0	0	0	0	5.74E-05	0	0	7.99E-05	0	0	0	0	0	0	0	0	0	0.000209016	0.00010041	0	0	0	0	0.00017623	0	0.00017418	0	0	0	0	0	0	0	0.000135246	0	0	0	0	0	0	0	0	0	0.000161885	0	0	0	0.000397541	0.00017418	0	0	0	0	0	0	0	0	0.000151639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178279	0
k__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;Other	0.000243852	0	0	0	0	0	0	0	0	0.000280738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000776639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239754	0	0	0.000280738	0	0	0	0	0	0	0.000252049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231557	0	0	0	0.000536885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364754	0	0	0	0.00044877	0
k__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus	0	0.000155738	0.000598361	0.00019877	0	0.000510246	0.000879098	0.000245902	0	0	0.000790984	0.001008197	0.001165984	0.00057377	0.000506148	0	0.00080123	0.000245902	0	0.000243852	0.000520492	0.000444672	0	0.000295082	0.000942623	0.000776639	0	0.00067418	0.000186475	0	0.000368852	0	0.000284836	0	0.000762295	0.000139344	0	0.003092213	0.000456967	0	0.00082582	0.000467213	0	0	0.00164959	0	0.001276639	0.000172131	0.000840164	0.000329918	0	0	0	0	0.000237705	0.000290984	0.000641393	0	0.000270492	0	0	0.00077459	0.000456967	0	0	0.000237705	0.007170082	0	0.000264344	0.000155738	0.000297131	0.000395492	0.000745902	0.000758197	0.000491803	0	0.000385246	0	0.000815574	0.000756148	0.000432377	0.000868852	0.000370902	0.000356557	0.001389344	0.001034836	0	0	0.000536885	0.001706967	0.000438525	0.000934426	0	0.000356557	0	0.000588115	0	0	0.000487705	0.005362705	0.000495902	0.000284836	0.000512295	0.000393443	0	0	0	0.000553279	0.000985656	0.000528689	0	0	0.000532787	0	0.000135246	0	0	0	0.000239754	0.000430328	0.000430328	0	0	0.001817623	0.001063525	0.001604508	0.001690574	0.001127049	0.002514344	0	0.000358607	0	0	0	0	0.004973361	0	0	0.00239959	0	0.000309426	0.000440574	0.000452869	0	0.000202869	0	0	0.000627049	0.003379098	0.0005	0.000379098	0.000868852	0.000165984	0	0.000686475	0	0.000543033	0.00132377	0	0.000608607	0	0	0	0.001079918	0.000420082	0.000555328	0.000127049	0.000397541	0	0	0	0.000512295	0.000309426	0.000577869	0.001036885	0	0.000706967	0	0.00104918	0	0.000446721	0.000329918	0	0.000856557	0	0.00144877	0.000120902	0	0.000922131	0.001034836	0.000803279
k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanosarcina	0.005430328	0.001637295	0.005026639	0.001415984	0.001778689	0.001536885	0.001905738	0.001040984	0.000834016	0.000518443	0.001995902	0.004821721	0.003885246	0.001977459	0.001647541	0.001129098	0.004309426	0.000665984	0	0.001092213	0.002227459	0.001790984	0.00145082	0.001735656	0.003864754	0.004627049	0.001663934	0.002295082	0.00189959	0.002856557	0.002311475	0.001581967	0.001223361	0.001334016	0.00317623	0.000995902	0.008297131	0.010670082	0.001002049	0.001	0.004762295	0.003346311	0.001096311	0.001391393	0.007770492	0.001737705	0.004938525	0.001991803	0.013590164	0.00177459	0.001530738	0.001729508	0.001247951	0.002559426	0.000782787	0.001235656	0.002858607	0.001204918	0.001760246	0.001227459	0.001684426	0.005030738	0.004516393	0.003420082	0.001157787	0.002938525	0.038555328	0.000670082	0.001227459	0.000721311	0.001756148	0.00157377	0.002807377	0.007348361	0.005034836	0.002877049	0.004221311	0.002045082	0.006596311	0.007577869	0.002452869	0.003522541	0.001370902	0.001756148	0.010983607	0.002375	0.00142623	0.00157377	0.001635246	0.008122951	0.001131148	0.003651639	0.000661885	0.001668033	0.001268443	0.004856557	0.002215164	0.001407787	0.00222541	0.025120902	0.002360656	0.001297131	0.001680328	0.001764344	0.001922131	0.001620902	0.002395492	0.00367623	0.003360656	0.002653689	0.005057377	0.000465164	0.003415984	0.001473361	0.001131148	0.006297131	0.006012295	0.003868852	0.001577869	0.001415984	0.001260246	0.001022541	0.001811475	0.008131148	0.003834016	0.006786885	0.002584016	0.005151639	0.026545082	0.001936475	0.001795082	0	0.002596311	0.002012295	0.00179918	0.035090164	0.002161885	0.000493852	0.023657787	0.003956967	0.006688525	0.002063525	0.003848361	0.00229918	0.000491803	0.00144877	0.002010246	0.003452869	0.016389344	0.002006148	0.002077869	0.00325	0.001088115	0.000995902	0.005770492	0.001313525	0.003266393	0.012596311	0.000776639	0.000997951	0.001295082	0.000315574	0.000727459	0.002989754	0.007016393	0.002928279	0.001202869	0.003260246	0.001461066	0.002319672	0.000608607	0.003375	0.000858607	0.006907787	0.010327869	0.001104508	0.008665984	0.003344262	0.002786885	0.003375	0.004356557	0.001391393	0.002633197	0.002709016	0.002215164	0.009086066	0.00107582	0.002780738	0.003422131	0.004952869	0.009372951
k__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WoesearchaealesOR;g__WoesearchaealesOR	0.000567623	4.51E-05	0.001471311	0.000102459	0.000577869	0	0	0.000918033	0.000434426	0	0.00032377	0.00047541	0	0	0.000215164	0.00069877	0	0	0	0	0.000768443	0	0	0	0.000151639	0	0	0	0	0	0.000370902	0	0.000286885	0.000272541	0.00020082	0	0	0	0	0	0.001122951	0.000182377	0.00082377	0	7.17E-05	0	0	0.000204918	0.000114754	0	0	0	0	0	0.000397541	0	0	0	0.000110656	0	0.000696721	0	0	0	0	0	0	0	0	0	0.000354508	0	0.000165984	0.000647541	0.000223361	0	0.000114754	0.000651639	0	0.000290984	0.000571721	0.000192623	0.000756148	0	0	0	0	0	0	0	7.79E-05	0.00029918	0.000329918	0.000379098	0	0	0	0	0	0	0	0	0.000186475	0	0	0	0.000284836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042623	0.000434426	0.000735656	0	0.000204918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020082	0	0	0	0.000106557	0	0	0	0	0	0	0	0.00010041	0	0.000270492	0	0	0	0	0	0	0	0	0
k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40E-05	0.000159836	0	0	0	0	0	0	0	7.38E-05	0.000290984	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010041	0	0
k__Bacteria;Other;Other;Other;Other;Other	0.000784836	0.000452869	0.000456967	0.001112705	0.000622951	0.000569672	0.000247951	0.000188525	0.000237705	0.000145492	0.000334016	0.000985656	0	0.001016393	0.000192623	0.000579918	0.001461066	0.000489754	0.001202869	0.002829918	0.000432377	0.000663934	0	0.001211066	0.000834016	0.00117623	0.000848361	0.006252049	0.000655738	0.000385246	0.000202869	0	0.000471311	0.000168033	0.000112705	0.000153689	0.000342213	0.001829918	0.000811475	0.000817623	0.003893443	0.000817623	0.004278689	0.000231557	0.001848361	0.00247541	0.000393443	0.001643443	0.000391393	0.000194672	0.000518443	0.000266393	0	0.003813525	0.001245902	0	0.000272541	0.001743852	0.001723361	0.001071721	0.001137295	0.001557377	0.000147541	0.001909836	0.000897541	0.012579918	0.000788934	0.007881148	0	0.00055123	0.001338115	0.000284836	0.000284836	0.000760246	0.001616803	0.000252049	0	0.000188525	0.000295082	0.000354508	0.001901639	0	0.002717213	0.000657787	0.000938525	0.002577869	0.004930328	0.004508197	0	0.000354508	0.000231557	0.000340164	0	0.001377049	0.001018443	0.000608607	0.002084016	0.001377049	0.003483607	0.001639344	0.000473361	0.000495902	0.002569672	0.003342213	0	0.000407787	0.00032582	0.001245902	0.001202869	0.000393443	0.004665984	0.000280738	0.000284836	0.000415984	0.003741803	0.000163934	0.000569672	0.000991803	0.000887295	0.000819672	0.000346311	0.000452869	0.003252049	0	0.000875	0.00142418	0.001237705	0.000229508	0.001817623	0.000231557	0.00314959	0.000352459	0.001764344	0	0.001094262	0.002327869	0.00107377	0	0.004118852	0.000766393	0.002553279	0.000735656	0.004959016	0.001608607	0.007110656	0.008231557	0.001045082	0.001241803	0.001120902	0.000969262	0	0.000252049	0.000342213	0.000118852	0.00042418	0.001956967	0.001655738	0.00202459	0.001157787	0.001106557	0.000836066	0	0.006704918	0.002522541	0.000506148	0.001139344	0.001155738	0.00154918	0.000784836	0.000487705	0.000262295	0	0.000881148	0.001598361	0.001397541	0.000145492	0.001608607	0.00067623	0.000629098	0.00079918	0.000991803	0.00294877	0.004159836	0.000211066	0	0.002614754	0.008141393	0.002219262	0.002848361	0.000807377	0.001877049
k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium	0	0.000272541	0.000893443	0.000237705	0	0.00125	0	0	0.000651639	0	0.001040984	0.000190574	0	0.00060041	0	0	0	0.00144877	0	0.000247951	0.000381148	0	0.00025	0.000844262	0.000307377	0	0.00092418	0.000614754	0.000936475	0.000413934	0	0.000272541	0	0	0	0	0.000116803	0	0.00129918	0	0	0.000752049	0	0.000379098	0.00027459	0.000334016	0	0.000581967	0	0.000444672	0.000385246	0.000282787	0.000284836	0.000258197	0	0.000157787	0	0	0.001936475	0.000293033	0	0.000153689	0.000221311	0.000331967	0	0.000147541	0	0	0.000206967	0.000389344	0.000108607	0	0	0	0.000489754	0.000272541	0.000592213	0.000204918	0.000165984	0	0	0.000239754	0.000133197	0	0.001008197	0.00130123	0.000389344	0	0.006403689	0.000331967	0	0	0	0	0.001336066	0.000116803	0.000321721	0.001159836	0	0	0.002813525	0.000116803	0.000497951	7.58E-05	0.000561475	0	0	0	0.000387295	0.000420082	0.000211066	0	0.000372951	0	0.00019877	0	0.00010041	0.000170082	0	0.000211066	0	0.000204918	0.00032582	0.000135246	0.000831967	0	0.000159836	0	0.000122951	0.000827869	0	0.000282787	0	0	0.000196721	0	0.000965164	0	0	0	0	0	0	0.001811475	0	0	0.000170082	0.001860656	0.000377049	0.000270492	5.53E-05	0	0.000344262	0.000741803	6.56E-05	0.00017418	0	0	0	0	0.000245902	0	0	0	0	7.99E-05	0	0	0.000297131	0	0	0.001872951	0.00052459	0.000313525	0	0	0	0	0	0.000116803	0.000354508	0	0	0.000741803	0	0	0.000397541	0	0.000786885	0	0
k__Bacteria;p__Acidobacteriota;Other;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000258197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56E-05	0	0	0	0	0	0	0	0	0.000293033	0	0	0	0	0	0	0	0	0	0	7.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000473361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233607	0	0	0	0	0	0	0	0.00020082	0	0	0	0	0	0	0	0	0	0	0.00042418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000420082
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AKIW659;f__AKIW659OR;g__AKIW659OR	0	0.000221311	0.000813525	0.000709016	0	0.000397541	0	0	0	0.000817623	0	0	0.000411885	0.001307377	0	0.000870902	0.000579918	0.000584016	0.001264344	0.001127049	0	0.000264344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418033	0.001026639	0.000723361	0.000608607	0.000534836	0.000969262	0.001092213	0.001016393	0.001067623	0	0.000655738	0	0	0	0.000682377	0.000547131	0.000959016	0.000743852	0	0	0	0	0	0.001606557	0.000682377	0.000584016	0	0	0.000598361	0	0.000309426	0	0.000844262	0.000836066	0.001209016	0	0	0	0.000319672	0	0	0	0.00027459	0	0	0	0	0	0.000235656	0	0.000526639	0.00132582	0	0.001321721	0.000436475	0	0.000356557	0	0.000909836	0.000883197	0.000336066	0	0	0	0	0	0	0.00082582	0	0	0	0	0.00097541	0	0.001036885	0	0.000747951	0.001081967	0	0.000422131	0	0	0	0	0	0.000348361	0	0.000375	0	0	0	0	0	0	0	0	0	0.000129098	0	0.000463115	0	0	0	0.000196721	0	0	0.000165984	0	0.000467213	0	0	0	0	0	0	0	0	0	0	0	0	0.001188525	0	0	0	0.001282787	0	0.000635246	0	0.00032582	0.000518443	0.001178279	0	0	0	0	0	0	0	0	0	0	0	0	0.001518443	0.000510246	0	0	0.001233607	0.000319672	0.000875	0.000665984	0.001108607	0.000547131	0	0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__AcidobacteriaeCL;f__AcidobacteriaeCL;g__AcidobacteriaeCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422131	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Terriglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR	0	0.000653689	0	0	0	0.000512295	0	0.00067623	0.00089959	0.00027459	0.00064959	0.000473361	0.000530738	0.000987705	0	0.000788934	0.000811475	0.001213115	0	0.00120082	0	0.00017623	0	0.000354508	0.000790984	0	0.000922131	0.000633197	0.000241803	0	0	0	0	0	0.00042623	0.000159836	0	0.000620902	0	0	0	0.00085041	0	0	0	0	0.000920082	0.00064959	0	0	0	0	0	0	0.000223361	0.000385246	0.000344262	0.001305328	0.000452869	0	0.0005	0.001370902	0	0.000985656	0.001887295	0	0	0.000393443	0	0.000252049	0.000936475	0	0	0.000645492	0	0.000803279	0	0	0	0.000379098	0	0.000545082	0.000934426	0.000629098	0.000692623	0	0	0	0	0.000522541	0.000807377	0	0.001110656	0	0.000489754	0.000778689	0	0.000215164	0.001461066	0	0.001352459	0.001184426	0.000590164	0	0	0.001256148	0	0	0	0.000854508	0	0.000356557	0.000961066	0	0.000407787	0.000516393	0.000963115	0.000735656	0.000368852	0	0.000713115	0.000364754	0	0.000643443	0.000143443	0.000795082	0	0	0.000204918	0	0	0	0.000809426	0.000877049	0	0	0.000819672	0.003252049	0	0.00075	0.001442623	0.000391393	0	0	0	0.001655738	0	0	0	0	0.000122951	0.000885246	0.000530738	0	0.001389344	0.001567623	0.000596311	0	0.000342213	0	0.000610656	0	0.000875	0.000807377	0.000465164	0.000543033	0.00025	0.001713115	0.003612705	0	0	0.000338115	0.000254098	0.000155738	0	0.000315574	0.001284836	0	0.001163934	0.000534836	0.000846311	0.00092418	0.000934426	0.000346311	0	0.000315574	0	0.000465164	0.001528689	0	0
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter	0.004971311	0.005172131	0.009504098	0.005338115	0.005938525	0.002579918	0.004545082	0.003508197	0.003809426	0.006215164	0.001641393	0.006842213	0.006813525	0.007319672	0.005809426	0.00632582	0.003655738	0.002934426	0.009502049	0.007059426	0.013625	0.005356557	0.001670082	0.001694672	0.005178279	0.003434426	0.00242418	0.00569877	0.007389344	0.004104508	0.001401639	0.003604508	0.001528689	0.006735656	0.001530738	0.00082377	0.009913934	0.010577869	0.002721311	0.004739754	0.008016393	0.01004918	0.005885246	0.003108607	0.003098361	0.010038934	0.004106557	0.003993852	0.000620902	0.002922131	0.001081967	0.005877049	0.001727459	0.001401639	0.000420082	0.003616803	0.003192623	0.004602459	0.001381148	0.005375	0.002493852	0.01045082	0.008842213	0.011135246	0.012536885	0.002809426	0.001418033	0.004229508	0.005454918	0.003969262	0.003028689	0.006356557	0.009817623	0.007268443	0.00844877	0.010348361	0.003932377	0.003713115	0.001987705	0.004247951	0	0.004420082	0.005817623	0.005178279	0.003239754	0.007211066	0.003026639	0.014084016	0.001272541	0.005360656	0.004334016	0.002737705	0.001561475	0.004598361	0.003172131	0.004504098	0.00689959	0.008459016	0.011186475	0.004606557	0.006516393	0.011407787	0.005963115	0.008372951	0.007309426	0.005420082	0.007061475	0.005110656	0.008245902	0.009186475	0.00410041	0.002221311	0.00855123	0.010883197	0.005340164	0.005782787	0.005237705	0.001504098	0.001586066	0.009120902	0.01079918	0.010377049	0.009407787	0.009018443	0.006678279	0.00367623	0.008067623	0.001284836	0.005278689	0.005172131	0.002887295	0.009067623	0.010809426	0.00430123	0.00555123	0.004936475	0.010784836	0.000727459	0.00082582	0.004362705	0.003795082	0.006840164	0.008508197	0.003631148	0.00460041	0.004348361	0.008655738	0.006840164	0.003348361	0.006901639	0.006715164	0.003430328	0.002235656	0.002821721	0.002040984	0.010590164	0.012315574	0.010981557	0.003260246	0.005067623	0.005813525	0.003719262	0.007045082	0.010604508	0.009487705	0.004227459	0.004993852	0.008481557	0.006444672	0.00582377	0.005625	0.007905738	0.007372951	0.004840164	0.003696721	0.005405738	0.005319672	0.005268443	0.008713115	0.007651639	0.007627049	0.008313525	0.008290984	0.008858607	0.008428279	0.003586066	0.01022541	0.002088115	0.008620902	0	0.003993852
k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Elev-16S-1166;f__Elev-16S-1166OR;g__Elev-16S-1166OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260246	0	0	0	0	0.000245902	0	0	0	0	0	0	0	0	0.000260246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001184426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014959	0	0	0	0	0	0	0	0	0
